#time	ekin		epot		etot		chain_length	emp
43.7	8.875875	2.335107	11.210983	5.321277	5.721981
43.8	8.866807	2.344175	11.210982	5.528981	5.716135
43.9	8.559583	2.651400	11.210983	5.740934	5.518078
44	8.148845	3.062139	11.210984	5.952009	5.253289
44.1	7.900768	3.310216	11.210984	6.154462	5.093361
44.2	7.788557	3.422425	11.210982	6.338866	5.021023
44.3	7.581744	3.629237	11.210981	6.495698	4.887698
44.4	7.261021	3.949962	11.210983	6.617490	4.680938
44.5	7.102821	4.108162	11.210984	6.701226	4.578952
44.6	7.256654	3.954327	11.210981	6.750273	4.678123
44.7	7.435502	3.775477	11.210978	6.775135	4.793420
44.8	7.227251	3.983728	11.210979	6.792505	4.659168
44.9	6.686685	4.524298	11.210983	6.822553	4.310683
45	6.448501	4.762486	11.210988	6.884695	4.157134
45.1	7.089710	4.121276	11.210987	6.992325	4.570500
45.2	8.318492	2.892487	11.210979	7.147610	5.362654
45.3	9.032685	2.178290	11.210975	7.339206	5.823071
45.4	8.562034	2.648946	11.210980	7.545154	5.519658
45.5	7.625849	3.585140	11.210989	7.739114	4.916131
45.6	7.487381	3.723608	11.210990	7.896702	4.826865
45.7	8.302751	2.908229	11.210981	8.000427	5.352507
45.8	8.910028	2.300944	11.210973	8.042602	5.743998
45.9	8.213510	2.997464	11.210974	8.025853	5.294976
46	6.492458	4.718526	11.210984	7.961451	4.185471
46.1	5.223615	5.987377	11.210993	7.866148	3.367491
46.2	5.602362	5.608629	11.210991	7.758248	3.611656
46.3	7.385901	3.825082	11.210982	7.653446	4.761444
46.4	9.220484	1.990490	11.210975	7.561057	5.944139
46.5	9.902135	1.308839	11.210975	7.482040	6.383577
46.6	9.312388	1.898594	11.210982	7.410436	6.003386
46.7	8.443896	2.767094	11.210990	7.338051	5.443499
46.8	8.373593	2.837395	11.210988	7.259564	5.398176
46.9	8.939575	2.271405	11.210980	7.174721	5.763046
47	9.101454	2.109522	11.210976	7.086532	5.867404
47.1	8.360370	2.850609	11.210979	6.997640	5.389652
47.2	7.162005	4.048980	11.210985	6.908477	4.617106
47.3	6.342508	4.868481	11.210988	6.818429	4.088803
47.4	6.469132	4.741857	11.210988	6.727399	4.170434
47.5	7.479126	3.731858	11.210984	6.635486	4.821543
47.6	8.752162	2.458818	11.210980	6.541693	5.642227
47.7	9.510244	1.700733	11.210977	6.443538	6.130937
47.8	9.297804	1.913174	11.210978	6.337984	5.993984
47.9	8.359235	2.851749	11.210984	6.222866	5.388920
48	7.539228	3.671761	11.210989	6.097776	4.860289
